Token,Language,Anglicism,POS,NE,Lemma
localidad,Spn,no,NOUN,O,localidad
bonaerense,Spn,no,ADJ,O,bonaerense
de,Spn,no,ADP,O,de
Guernica,Spn,no,PROPN,B,Guernica
y,Spn,no,CONJ,O,y
por,Spn,no,ADP,O,por
el,Spn,no,DET,O,el
hecho,Spn,no,NOUN,O,hacer
los,Spn,no,DET,O,lo
investigadores,Spn,no,NOUN,O,investigador
buscan,Spn,no,VERB,O,buscar
a,Spn,no,ADP,O,a
su,Spn,no,DET,O,su
marido,Spn,no,NOUN,O,maridar
",",PUNCT,no,PUNCT,O,","
informaron,Spn,no,VERB,O,informar
fuentes,Spn,no,NOUN,O,fuente
judiciales,Spn,no,ADJ,O,judicial
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
hecho,Spn,no,NOUN,I,hacer
ocurrió,Spn,no,VERB,I,ocurrir
en,Spn,no,ADP,I,en
la,Spn,no,DET,I,lo
madrugada,Spn,no,NOUN,I,madrugar
del,Spn,no,ADP,I,del
miércoles,Spn,no,NOUN,I,miércoles
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
una,Spn,no,DET,O,uno
vivienda,Spn,no,NOUN,O,vivienda
de,Spn,no,ADP,O,de
dicha,Spn,no,ADJ,O,decir
localidad,Spn,no,NOUN,O,localidad
del,Spn,no,ADP,O,del
partido,Spn,no,NOUN,O,partir
de,Spn,no,ADP,O,de
Presidente,Spn,no,PROPN,O,Presidente
Perón,Spn,no,PROPN,O,Perón
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
sur,Spn,no,NOUN,O,sur
del,Spn,no,ADP,O,del
Gran,Spn,no,ADJ,B,Gran
Buenos,Spn,no,PROPN,I,Buenos
Aires,Spn,no,PROPN,I,Aires
",",PUNCT,no,PUNCT,O,","
donde,Spn,no,PRON,O,donde
reside,Spn,no,VERB,O,residir
la,Spn,no,DET,O,lo
víctima,Spn,no,NOUN,O,víctima
",",PUNCT,no,PUNCT,O,","
identificada,Spn,no,ADJ,O,identificar
por,Spn,no,ADP,O,por
la,Spn,no,DET,O,lo
Justicia,Spn,no,PROPN,B,Justicia
como,Spn,no,SCONJ,O,comer
Silvia,Spn,no,PROPN,B,Silvia
Chaz,Spn,no,PROPN,I,Chaz
.,PUNCT,no,PUNCT,O,.
Fuentes,Spn,no,NOUN,B,Fuentes
judiciales,Spn,no,ADJ,O,judicial
informaron,Spn,no,VERB,O,informar
que,Spn,no,SCONJ,O,que
la,Spn,no,DET,O,lo
mujer,Spn,no,NOUN,O,mujer
se,Spn,no,PRON,O,se
encontraba,Spn,no,VERB,O,encontrar
junto,Spn,no,ADJ,O,juntar
a,Spn,no,ADP,O,a
su,Spn,no,DET,O,su
esposo,Spn,no,NOUN,O,esposar
",",PUNCT,no,PUNCT,O,","
mientras,Spn,no,SCONJ,O,mientras
el,Spn,no,DET,O,el
hijo,Spn,no,NOUN,O,hijo
de,Spn,no,ADP,O,de
cinco,Spn,no,NUM,O,cincar
años,Spn,no,NOUN,O,año
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
pareja,Spn,no,NOUN,O,parejo
descansaba,Spn,no,VERB,O,descansar
",",PUNCT,no,PUNCT,O,","
cuando,Spn,no,SCONJ,O,cuando
resultó,Spn,no,VERB,O,resultar
quemada,Spn,no,ADJ,O,quemar
.,PUNCT,no,PUNCT,O,.
Tras,Spn,no,ADP,B,Tras
el,Spn,no,DET,I,el
incidente,Spn,no,NOUN,I,incidente
",",PUNCT,no,PUNCT,O,","
Chaz,Spn,no,PROPN,B,Chaz
fue,Spn,no,AUX,I,ser
trasladada,Spn,no,VERB,I,trasladar
al,Spn,no,ADP,O,al
Hospital,Spn,no,PROPN,B,Hospital
Cecilia,Spn,no,PROPN,I,Cecilia
Grierson,Spn,no,PROPN,I,Grierson
de,Spn,no,ADP,O,de
Presidente,Spn,no,PROPN,B,Presidente
Perón,Spn,no,PROPN,I,Perón
donde,Spn,no,PRON,O,donde
está,Spn,no,AUX,O,estar
internada,Spn,no,ADJ,O,internar
en,Spn,no,ADP,O,en
grave,Spn,no,ADJ,O,gravar
estado,Spn,no,NOUN,O,estar
",",PUNCT,no,PUNCT,O,","
dijeron,Spn,no,VERB,O,decir
los,Spn,no,DET,O,lo
informantes,Spn,no,NOUN,O,informante
.,PUNCT,no,PUNCT,O,.
Por,Spn,no,ADP,B,Por
su,Spn,no,DET,I,su
parte,Spn,no,NOUN,I,partir
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
esposo,Spn,no,NOUN,O,esposar
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
mujer,Spn,no,NOUN,O,mujer
",",PUNCT,no,PUNCT,O,","
con,Spn,no,ADP,O,con
antecedentes,Spn,no,NOUN,O,antecedente
de,Spn,no,ADP,O,de
ser,Spn,no,AUX,O,ser
un,Spn,no,DET,O,uno
hombre,Spn,no,NOUN,O,hombre
violento,Spn,no,ADJ,O,violentar
",",PUNCT,no,PUNCT,O,","
se,Spn,no,PRON,O,se
encontraba,Spn,no,VERB,O,encontrar
prófugo,Spn,no,NOUN,O,prófugo
y,Spn,no,CONJ,O,y
es,Spn,no,AUX,O,ser
intensamente,Spn,no,ADV,O,intensamente
buscado,Spn,no,ADJ,O,buscar
por,Spn,no,ADP,O,por
los,Spn,no,DET,O,lo
investigadores,Spn,no,NOUN,O,investigador
.,PUNCT,no,PUNCT,O,.
Una,Spn,no,PRON,B,Una
de,Spn,no,ADP,I,de
las,Spn,no,DET,I,los
hipótesis,Spn,no,NOUN,I,hipótesis
que,Spn,no,PRON,O,que
manejan,Spn,no,VERB,O,manejar
los,Spn,no,DET,O,lo
pesquisas,Spn,no,NOUN,O,pesquisar
es,Spn,no,AUX,O,ser
que,Spn,no,SCONJ,O,que
Chaz,Spn,no,PROPN,B,Chaz
fue,Spn,no,AUX,O,ser
rociada,Spn,no,VERB,O,rociar
con,Spn,no,ADP,O,con
un,Spn,no,DET,O,uno
líquido,Spn,no,NOUN,O,líquido
inflamable,Spn,no,ADJ,O,inflamable
y,Spn,no,CONJ,O,y
luego,Spn,no,ADV,O,luego
prendida,Spn,no,VERB,O,prender
fuego,Spn,no,NOUN,O,fuego
de,Spn,no,ADP,O,de
manera,Spn,no,NOUN,O,manera
intencional,Spn,no,ADJ,O,intencional
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
otra,Spn,no,PRON,O,otro
es,Spn,no,AUX,O,ser
que,Spn,no,SCONJ,O,que
se,Spn,no,PRON,O,se
trató,Spn,no,VERB,O,tratar
de,Spn,no,ADP,O,de
un,Spn,no,DET,O,uno
accidente,Spn,no,NOUN,O,accidentar
.,PUNCT,no,PUNCT,O,.
Para,Spn,no,ADP,O,Para
tratar,Spn,no,AUX,O,tratar
de,Spn,no,ADP,O,de
determinar,Spn,no,VERB,O,determinar
las,Spn,no,DET,O,los
circunstancias,Spn,no,NOUN,O,circunstancia
en,Spn,no,ADP,O,en
las,Spn,no,DET,O,los
que,Spn,no,PRON,O,que
la,Spn,no,DET,O,lo
mujer,Spn,no,NOUN,O,mujer
resultó,Spn,no,VERB,O,resultar
herida,Spn,no,ADJ,O,herir
",",PUNCT,no,PUNCT,O,","
los,Spn,no,DET,O,lo
pesquisas,Spn,no,NOUN,O,pesquisar
se,Spn,no,PRON,O,se
entrevistaban,Spn,no,VERB,O,entrevistar
con,Spn,no,ADP,O,con
los,Spn,no,DET,O,lo
vecinos,Spn,no,NOUN,O,vecino
",",PUNCT,no,PUNCT,O,","
agregaron,Spn,no,VERB,O,agregar
los,Spn,no,DET,O,lo
voceros,Spn,no,NOUN,O,vocero
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
hecho,Spn,no,NOUN,I,hacer
",",PUNCT,no,PUNCT,I,","
caratulado,Spn,no,ADJ,I,caratulado
provisoriamente,Spn,no,ADJ,O,provisoriamente
como,Spn,no,SCONJ,O,comer
“,PUNCT,no,PUNCT,O,“
averiguación,Spn,no,NOUN,O,averiguación
de,Spn,no,ADP,O,de
ilícito,Spn,no,ADJ,O,ilícito
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
es,Spn,no,AUX,O,ser
investigado,Spn,no,VERB,O,investigar
por,Spn,no,ADP,O,por
el,Spn,no,DET,O,el
fiscal,Spn,no,NOUN,O,fiscal
Leandro,Spn,no,PROPN,B,Leandro
Heredia,Spn,no,PROPN,I,Heredia
",",PUNCT,no,PUNCT,O,","
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Unidad,Spn,no,PROPN,B,Unidad
Funcional,Spn,no,PROPN,I,Funcional
de,Spn,no,ADP,I,de
Instrucción,Spn,no,PROPN,I,Instrucción
(,PUNCT,no,PUNCT,O,(
UFI,Spn,no,PROPN,B,UFI
),PUNCT,no,PUNCT,O,)
descentralizada,Spn,no,ADJ,O,descentralizar
de,Spn,no,ADP,O,de
Presidente,Spn,no,PROPN,B,Presidente
Perón,Spn,no,PROPN,I,Perón
.,PUNCT,no,PUNCT,O,.
En,Spn,no,ADP,O,En
las,Spn,no,DET,O,los
diligencias,Spn,no,NOUN,O,diligenciar
también,Spn,no,ADV,O,también
interviene,Spn,no,VERB,O,intervenir
el,Spn,no,DET,O,el
personal,Spn,no,NOUN,O,personal
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Delegación,Spn,no,PROPN,B,Delegación
Departamental,Spn,no,PROPN,I,Departamental
de,Spn,no,ADP,I,de
Investigaciones,Spn,no,PROPN,I,Investigaciones
(,PUNCT,no,PUNCT,O,(
DDI,Spn,no,PROPN,O,DDI
),PUNCT,no,PUNCT,O,)
San,Spn,no,PROPN,O,San
Vicente,Spn,no,PROPN,O,Vicente
.,PUNCT,no,PUNCT,O,.
TÃ,X,no,NOUN,O,TÃ
©,X,no,VERB,B,©
lam,X,no,NOUN,O,lam
Fidel,Spn,no,PROPN,B,Fidel
llega,Spn,no,VERB,O,llegar
al,Spn,no,ADP,O,al
colegio,Spn,no,NOUN,O,colegiar
para,Spn,no,ADP,O,parir
emitir,Spn,no,VERB,O,emitir
su,Spn,no,DET,O,su
sufragio,Spn,no,NOUN,O,sufragio
.,PUNCT,no,PUNCT,O,.
(,PUNCT,no,PUNCT,O,(
Reuters,Spn,no,PROPN,B,Reuters
),PUNCT,no,PUNCT,O,)
Castro,Spn,no,PROPN,B,Castro
realizó,Spn,no,VERB,O,realizar
una,Spn,no,DET,O,uno
aparición,Spn,no,NOUN,O,aparición
pública,Spn,no,ADJ,O,público
en,Spn,no,ADP,O,en
medio,Spn,no,NOUN,O,mediar
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
elecciones,Spn,no,NOUN,O,elección
parlamentarias,Spn,no,ADJ,O,parlamentario
en,Spn,no,ADP,O,en
Cuba,Spn,no,PROPN,B,Cuba
y,Spn,no,CONJ,O,y
remarcó,Spn,no,VERB,O,remarcar
que,Spn,no,SCONJ,O,que
el,Spn,no,DET,O,el
presidente,Spn,no,NOUN,O,presidente
venezolano,Spn,no,ADJ,O,venezolano
se,Spn,no,PRON,O,se
encuentra,Spn,no,VERB,O,encontrar
',PUNCT,no,SYM,O,'
recuperándose,Spn,no,PROPN,O,recuperándose
',PUNCT,no,SYM,O,'
y,Spn,no,CONJ,O,y
subrayó,Spn,no,VERB,O,subrayar
:,PUNCT,no,PUNCT,O,:
',PUNCT,no,SYM,O,'
Debemos,Spn,no,AUX,B,Debemos
curarlo,Spn,no,VERB,O,curarlo
',PUNCT,no,SYM,O,'
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
presidente,Spn,no,NOUN,I,presidente
de,Spn,no,ADP,I,de
Venezuela,Spn,no,PROPN,I,Venezuela
",",PUNCT,no,PUNCT,O,","
Hugo,Spn,no,PROPN,B,Hugo
Chávez,Spn,no,PROPN,I,Chávez
",",PUNCT,no,PUNCT,O,","
quien,Spn,no,PRON,O,quien
convalece,Spn,no,VERB,O,convalecer
en,Spn,no,ADP,O,en
Cuba,Spn,no,PROPN,B,Cuba
de,Spn,no,ADP,O,de
una,Spn,no,DET,O,uno
operación,Spn,no,NOUN,O,operación
de,Spn,no,ADP,O,de
cáncer,Spn,no,NOUN,O,cáncer
realizada,Spn,no,ADJ,O,realizar
el,Spn,no,DET,O,el
último,Spn,no,ADJ,O,último
11,NUM,no,NUM,O,11
de,Spn,no,ADP,O,de
diciembre,Spn,no,NOUN,O,diciembre
",",PUNCT,no,PUNCT,O,","
“,PUNCT,no,PUNCT,O,“
está,Spn,no,AUX,O,estar
mucho,Spn,no,ADV,O,mucho
mejor,Spn,no,ADJ,O,mejor
”,PUNCT,no,PUNCT,O,”
y,Spn,no,CONJ,O,y
“,PUNCT,no,PUNCT,O,“
recuperándose,Spn,no,PROPN,O,recuperándose
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
dijo,Spn,no,VERB,O,decir
ayer,Spn,no,ADV,O,ayer
domingo,Spn,no,NOUN,O,domingo
el,Spn,no,DET,O,el
líder,Spn,no,NOUN,O,líder
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Revolución,Spn,no,PROPN,B,Revolución
Cubana,Spn,no,PROPN,I,Cubana
",",PUNCT,no,PUNCT,O,","
Fidel,Spn,no,PROPN,B,Fidel
Castro,Spn,no,PROPN,I,Castro
.,PUNCT,no,PUNCT,O,.
“,PUNCT,no,PUNCT,O,“
Está,Spn,no,AUX,O,Está
mucho,Spn,no,ADV,O,mucho
mejor,Spn,no,ADJ,O,mejor
",",PUNCT,no,PUNCT,O,","
recuperándose,Spn,no,ADJ,O,recuperándose
.,PUNCT,no,PUNCT,O,.
Ha,Spn,no,AUX,B,Ha
sido,Spn,no,AUX,I,ser
una,Spn,no,DET,I,uno
lucha,Spn,no,NOUN,I,luchar
fuerte,Spn,no,ADJ,I,fuerte
",",PUNCT,no,PUNCT,O,","
pero,Spn,no,CONJ,O,pero
ha,Spn,no,AUX,O,haber
ido,Spn,no,AUX,O,ir
mejorando,Spn,no,VERB,O,mejorar
.,PUNCT,no,PUNCT,O,.
Tenemos,Spn,no,VERB,B,Tenemos
que,Spn,no,SCONJ,O,que
curarlo,Spn,no,VERB,O,curarlo
.,PUNCT,no,PUNCT,O,.
Chávez,Spn,no,PROPN,B,Chávez
es,Spn,no,AUX,O,ser
muy,Spn,no,ADV,O,muy
importante,Spn,no,ADJ,O,importante
para,Spn,no,ADP,O,parir
su,Spn,no,DET,O,su
país,Spn,no,NOUN,O,país
y,Spn,no,CONJ,O,y
para,Spn,no,ADP,O,parir
América,Spn,no,PROPN,B,América
Latina,Spn,no,PROPN,I,Latina
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
dijo,Spn,no,VERB,O,decir
Fidel,Spn,no,PROPN,B,Fidel
Castro,Spn,no,PROPN,I,Castro
a,Spn,no,ADP,O,a
EFE,Spn,no,PROPN,B,EFE
tras,Spn,no,ADP,O,tras
acudir,Spn,no,VERB,O,acudir
a,Spn,no,ADP,O,a
votar,Spn,no,VERB,O,votar
en,Spn,no,ADP,O,en
un,Spn,no,DET,O,uno
colegio,Spn,no,NOUN,O,colegiar
de,Spn,no,ADP,O,de
La,Spn,no,DET,B,La
Habana,Spn,no,PROPN,I,Habana
",",PUNCT,no,PUNCT,O,","
según,Spn,no,ADP,O,según
divulga,Spn,no,VERB,O,divulgar
el,Spn,no,DET,O,el
diario,Spn,no,NOUN,O,diario
oficial,Spn,no,ADJ,O,oficial
Granma,Spn,no,PROPN,B,Granma
.,PUNCT,no,PUNCT,O,.
Fidel,Spn,no,PROPN,B,Fidel
Castro,Spn,no,PROPN,I,Castro
",",PUNCT,no,PUNCT,O,","
de,Spn,no,ADP,O,de
86,NUM,no,NUM,O,86
años,Spn,no,NOUN,O,año
y,Spn,no,CONJ,O,y
retirado,Spn,no,ADJ,O,retirar
del,Spn,no,ADP,O,del
poder,Spn,no,NOUN,O,poder
desde,Spn,no,ADP,O,desde
2006,NUM,no,NOUN,O,2006
",",PUNCT,no,PUNCT,O,","
reapareció,Spn,no,VERB,O,reaparecer
este,Spn,no,DET,O,este
pasado,Spn,no,ADJ,O,pasar
domingo,Spn,no,NOUN,O,domingo
en,Spn,no,ADP,O,en
público,Spn,no,NOUN,O,público
cuando,Spn,no,SCONJ,O,cuando
acudió,Spn,no,VERB,O,acudir
personalmente,Spn,no,ADV,O,personalmente
a,Spn,no,ADP,O,a
votar,Spn,no,VERB,O,votar
al,Spn,no,ADP,O,al
colegio,Spn,no,NOUN,O,colegiar
de,Spn,no,ADP,O,de
La,Spn,no,DET,B,La
Habana,Spn,no,PROPN,I,Habana
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
que,Spn,no,PRON,O,que
solía,Spn,no,AUX,O,soler
hacerlo,Spn,no,VERB,O,hacerlo
antes,Spn,no,ADV,O,antes
de,Spn,no,ADP,O,de
enfermar,Spn,no,VERB,O,enfermar
y,Spn,no,CONJ,O,y
delegar,Spn,no,VERB,O,delegar
en,Spn,no,ADP,O,en
su,Spn,no,DET,O,su
hermano,Spn,no,NOUN,O,hermanar
Raúl,Spn,no,PROPN,B,Raúl
",",PUNCT,no,PUNCT,O,","
actual,Spn,no,ADJ,O,actual
presidente,Spn,no,NOUN,O,presidente
cubano,Spn,no,ADJ,O,cubano
.,PUNCT,no,PUNCT,O,.
Aseguró,Spn,no,VERB,B,Aseguró
por,Spn,no,ADP,O,por
otra,Spn,no,DET,O,otro
parte,Spn,no,NOUN,O,partir
que,Spn,no,SCONJ,O,que
“,PUNCT,no,PUNCT,O,“
todos,Spn,no,DET,O,todo
los,Spn,no,DET,O,lo
días,Spn,no,NOUN,O,día
”,PUNCT,no,PUNCT,O,”
recibe,Spn,no,VERB,O,recibir
información,Spn,no,NOUN,O,información
sobre,Spn,no,ADP,O,sobrar
Chávez,Spn,no,PROPN,B,Chávez
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
declaraciones,Spn,no,NOUN,O,declaración
que,Spn,no,PRON,O,que
publica,Spn,no,VERB,O,publicar
hoy,Spn,no,ADV,O,hoy
Granma,Spn,no,PROPN,B,Granma
",",PUNCT,no,PUNCT,O,","
más,Spn,no,ADV,O,más
extensas,Spn,no,NOUN,O,extenso
que,Spn,no,PRON,O,que
las,Spn,no,DET,O,los
difundidas,Spn,no,ADJ,O,difundir
ayer,Spn,no,ADV,O,ayer
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
las,Spn,no,DET,O,los
que,Spn,no,PRON,O,que
subrayó,Spn,no,VERB,O,subrayar
también,Spn,no,ADV,O,también
la,Spn,no,DET,O,lo
importancia,Spn,no,NOUN,O,importancia
que,Spn,no,PRON,O,que
a,Spn,no,ADP,O,a
su,Spn,no,DET,O,su
juicio,Spn,no,NOUN,O,juicio
tiene,Spn,no,VERB,O,tener
Chávez,Spn,no,PROPN,B,Chávez
para,Spn,no,ADP,O,parir
América,Spn,no,PROPN,B,América
Latina,Spn,no,PROPN,I,Latina
y,Spn,no,CONJ,O,y
lo,Spn,no,PRON,O,el
comparó,Spn,no,VERB,O,comparar
con,Spn,no,ADP,O,con
próceres,Spn,no,NOUN,O,prócer
como,Spn,no,SCONJ,O,comer
Simón,Spn,no,PROPN,B,Simón
Bolívar,Spn,no,PROPN,I,Bolívar
y,Spn,no,CONJ,O,y
José,Spn,no,PROPN,B,José
Martí,Spn,no,PROPN,I,Martí
.,PUNCT,no,PUNCT,O,.
“,PUNCT,no,PUNCT,O,“
Bolívar,Spn,no,PROPN,B,Bolívar
",",PUNCT,no,PUNCT,O,","
pero,Spn,no,CONJ,O,pero
también,Spn,no,ADV,O,también
Martí,Spn,no,PROPN,B,Martí
y,Spn,no,CONJ,O,y
Chávez,Spn,no,PROPN,B,Chávez
",",PUNCT,no,PUNCT,O,","
han,Spn,no,AUX,O,haber
sido,Spn,no,AUX,O,ser
muy,Spn,no,ADV,O,muy
importantes,Spn,no,ADJ,O,importante
para,Spn,no,ADP,O,parir
América,Spn,no,PROPN,B,América
Latina,Spn,no,PROPN,I,Latina
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
afirmó,Spn,no,VERB,O,afirmar
Fidel,Spn,no,PROPN,B,Fidel
Castro,Spn,no,PROPN,I,Castro
",",PUNCT,no,PUNCT,O,","
quien,Spn,no,PRON,O,quien
también,Spn,no,ADV,O,también
destacó,Spn,no,VERB,O,destacar
al,Spn,no,ADP,O,al
presidente,Spn,no,NOUN,O,presidente
de,Spn,no,ADP,O,de
Venezuela,Spn,no,PROPN,B,Venezuela
como,Spn,no,SCONJ,O,comer
“,PUNCT,no,PUNCT,O,“
uno,Spn,no,PRON,O,unir
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
mayores,Spn,no,ADJ,O,mayor
artífices,Spn,no,NOUN,O,artífice
”,PUNCT,no,PUNCT,O,”
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Comunidad,Spn,no,PROPN,B,Comunidad
de,Spn,no,ADP,I,de
Estados,Spn,no,PROPN,I,Estados
Latinoamericanos,Spn,no,PROPN,I,Latinoamericanos
y,Spn,no,CONJ,I,y
Caribeños,Spn,no,PROPN,I,Caribeños
(,PUNCT,no,PUNCT,O,(
Celac,Spn,no,PROPN,B,Celac
),PUNCT,no,PUNCT,O,)
",",PUNCT,no,PUNCT,O,","
cuya,Spn,no,PRON,O,cuyo
presidencia,Spn,no,NOUN,O,presidencia
pro,Spn,no,ADP,O,pro
témpore,Spn,no,NOUN,O,témpore
acaba,Spn,no,AUX,O,acabar
de,Spn,no,ADP,O,de
recibir,Spn,no,VERB,O,recibir
Cuba,Spn,no,PROPN,B,Cuba
.,PUNCT,no,PUNCT,O,.
Hugo,Spn,no,PROPN,B,Hugo
Chávez,Spn,no,PROPN,I,Chávez
",",PUNCT,no,PUNCT,O,","
de,Spn,no,ADP,O,de
58,NUM,no,NUM,O,58
años,Spn,no,NOUN,O,año
",",PUNCT,no,PUNCT,O,","
permanece,Spn,no,VERB,O,permanecer
en,Spn,no,ADP,O,en
La,Spn,no,DET,B,La
Habana,Spn,no,PROPN,I,Habana
desde,Spn,no,ADP,O,desde
que,Spn,no,SCONJ,O,que
el,Spn,no,DET,O,el
11,NUM,no,NUM,O,11
de,Spn,no,ADP,O,de
diciembre,Spn,no,NOUN,O,diciembre
pasado,Spn,no,ADJ,O,pasar
se,Spn,no,PRON,O,se
sometió,Spn,no,VERB,O,someter
a,Spn,no,ADP,O,a
su,Spn,no,DET,O,su
cuarta,Spn,no,ADJ,O,cuartar
operación,Spn,no,NOUN,O,operación
contra,Spn,no,ADP,O,contra
el,Spn,no,DET,O,el
cáncer,Spn,no,NOUN,O,cáncer
que,Spn,no,PRON,O,que
padece,Spn,no,VERB,O,padecer
y,Spn,no,CONJ,O,y
que,Spn,no,SCONJ,O,que
se,Spn,no,PRON,O,se
le,Spn,no,PRON,O,le
detectó,Spn,no,VERB,O,detectar
en,Spn,no,ADP,O,en
junio,Spn,no,NOUN,O,junio
de,Spn,no,ADP,O,de
2011,NUM,no,NUM,O,2011
.,PUNCT,no,PUNCT,O,.
Según,Spn,no,ADP,B,Según
Granma,Spn,no,PROPN,I,Granma
",",PUNCT,no,PUNCT,O,","
Fidel,Spn,no,PROPN,B,Fidel
Castro,Spn,no,PROPN,I,Castro
estuvo,Spn,no,VERB,O,estar
el,Spn,no,DET,O,el
domingo,Spn,no,NOUN,O,domingo
una,Spn,no,DET,O,uno
hora,Spn,no,NOUN,O,hora
y,Spn,no,CONJ,O,y
media,Spn,no,NUM,O,medio
dialogando,Spn,no,VERB,O,dialogar
con,Spn,no,ADP,O,con
periodistas,Spn,no,NOUN,O,periodista
y,Spn,no,CONJ,O,y
con,Spn,no,ADP,O,con
cubanos,Spn,no,NOUN,O,cubano
que,Spn,no,PRON,O,que
se,Spn,no,PRON,O,se
congregaron,Spn,no,VERB,O,congregar
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
colegio,Spn,no,NOUN,O,colegiar
electoral,Spn,no,ADJ,O,electoral
donde,Spn,no,PRON,O,donde
votó,Spn,no,VERB,O,votar
el,Spn,no,DET,O,el
exmandatario,Spn,no,NOUN,O,exmandatario
al,Spn,no,ADP,O,al
saber,Spn,no,AUX,O,saber
que,Spn,no,SCONJ,O,que
éste,Spn,no,PRON,O,este
estaba,Spn,no,VERB,O,estar
allí,Spn,no,ADV,O,allí
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
líder,Spn,no,NOUN,I,líder
de,Spn,no,ADP,I,de
la,Spn,no,DET,I,lo
Revolución,Spn,no,PROPN,I,Revolución
cubana,Spn,no,ADJ,O,cubano
habló,Spn,no,VERB,O,hablar
de,Spn,no,ADP,O,de
numerosos,Spn,no,ADJ,O,numeroso
temas,Spn,no,NOUN,O,temer
como,Spn,no,SCONJ,O,comer
las,Spn,no,DET,O,los
elecciones,Spn,no,NOUN,O,elección
en,Spn,no,ADP,O,en
Cuba,Spn,no,PROPN,B,Cuba
",",PUNCT,no,PUNCT,O,","
que,Spn,no,PRON,O,que
ayer,Spn,no,ADV,O,ayer
votó,Spn,no,VERB,O,votar
a,Spn,no,ADP,O,a
los,Spn,no,DET,O,lo
miembros,Spn,no,NOUN,O,miembro
de,Spn,no,ADP,O,de
su,Spn,no,DET,O,su
Parlamento,Spn,no,PROPN,B,Parlamento
y,Spn,no,CONJ,O,y
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
Asambleas,Spn,no,PROPN,B,Asambleas
Provinciales,Spn,no,PROPN,I,Provinciales
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
isla,Spn,no,NOUN,O,isla
.,PUNCT,no,PUNCT,O,.
“,PUNCT,no,PUNCT,O,“
Aquí,Spn,no,ADV,O,Aquí
las,Spn,no,DET,O,los
elecciones,Spn,no,NOUN,O,elección
no,Spn,no,ADV,O,no
son,Spn,no,AUX,O,ser
como,Spn,no,SCONJ,O,comer
en,Spn,no,ADP,O,en
Estados,Spn,no,PROPN,B,Estados
Unidos,Spn,no,PROPN,I,Unidos
donde,Spn,no,PRON,O,donde
apenas,Spn,no,ADV,O,apenar
vota,Spn,no,VERB,O,votar
una,Spn,no,DET,O,uno
minoría,Spn,no,NOUN,O,minoría
.,PUNCT,no,PUNCT,O,.
No,Spn,no,ADV,B,No
podemos,Spn,no,AUX,O,poder
dejar,Spn,no,AUX,O,dejar
que,Spn,no,SCONJ,O,que
eso,Spn,no,PRON,O,ese
pase,Spn,no,VERB,O,pasar
nunca,Spn,no,ADV,O,nunca
",",PUNCT,no,PUNCT,O,","
porque,Spn,no,SCONJ,O,porque
aquí,Spn,no,ADV,O,aquí
manda,Spn,no,VERB,O,mandar
el,Spn,no,DET,O,el
pueblo,Spn,no,NOUN,O,poblar
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
dijo,Spn,no,VERB,O,decir
.,PUNCT,no,PUNCT,O,.
También,Spn,no,ADV,B,También
se,Spn,no,PRON,O,se
refirió,Spn,no,VERB,O,referir
a,Spn,no,ADP,O,a
las,Spn,no,DET,O,los
reformas,Spn,no,NOUN,O,reformar
que,Spn,no,PRON,O,que
impulsa,Spn,no,VERB,O,impulsar
su,Spn,no,DET,O,su
hermano,Spn,no,NOUN,O,hermanar
Raúl,Spn,no,PROPN,B,Raúl
para,Spn,no,ADP,O,parir
actualizar,Spn,no,VERB,O,actualizar
el,Spn,no,DET,O,el
modelo,Spn,no,NOUN,O,modelar
económico,Spn,no,ADJ,O,económico
de,Spn,no,ADP,O,de
Cuba,Spn,no,PROPN,B,Cuba
